Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - Avondale",0.990647639,72,103,42,192.9863906,334900,177.4364407,$289K,,153,0.305555556,127,1/1/2016,90,3/31/2016,,0.347222222
All Residential,"Chicago, IL - South Commons",0.953356344,7,17,25,122.5,98000,116.440625,$85K,,17,0.285714286,8,1/1/2016,90,3/31/2016,,0.428571429
All Residential,"Chicago, IL - Ravenswood Manor",0.985777747,8,10,43,269.8607699,499000,297.3738611,$446K,,13,0.375,6,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - West Beverly",0.987818952,8,7,90,174.21875,299900,161.849711,$176K,,10,0.125,14,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - East Beverly",0.946787317,10,21,66,131.8681319,249900,106.7501273,$218K,,15,0.3,11,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Heart of Chicago",0.984308521,13,24,38,123.1322394,220000,140.2493321,$212K,,29,0.230769231,16,1/1/2016,90,3/31/2016,,0.384615385
All Residential,"Chicago, IL - Old Irving Park",0.954519859,50,56,77.5,189.5042685,437500,174.2280259,$277K,,60,0.12,66,1/1/2016,90,3/31/2016,,0.16
All Residential,"Chicago, IL - Bucktown",0.971446845,62,59,62,282.6014799,509500,278.7162162,$563K,,102,0.177419355,92,1/1/2016,90,3/31/2016,,0.112903226
All Residential,"Chicago, IL - Austin",1.012709574,146,186,41,71.76141659,124900,55.86592179,$100K,,198,0.321917808,209,1/1/2016,90,3/31/2016,,0.369863014
All Residential,"Chicago, IL - Near North Side",0.970439253,496,991,75.5,376.5690377,450000,343.5582822,$394K,,1087,0.1875,818,1/1/2016,90,3/31/2016,,0.201612903
All Residential,"Chicago, IL - Norwood Park West",0.962215323,9,28,37,225.7352941,315000,181.2643678,$325K,,26,0.111111111,17,1/1/2016,90,3/31/2016,,0.111111111
All Residential,"Chicago, IL - Humboldt Park",1.006866689,139,192,46,163.4227273,290000,104.9653057,$200K,,275,0.287769784,246,1/1/2016,90,3/31/2016,,0.345323741
All Residential,"Chicago, IL - McKinley Park",1.009206481,28,26,37,130.1321329,177450,125.2257678,$189K,,31,0.25,29,1/1/2016,90,3/31/2016,,0.321428571
All Residential,"Chicago, IL - West Ridge",0.944304796,112,201,70,135.4545455,186950,118.4084152,$190K,,201,0.205357143,184,1/1/2016,90,3/31/2016,,0.07079646
All Residential,"Chicago, IL - Kilbourn Park",0.983416662,9,9,98,169.1513761,305000,126.3157895,$240K,,13,0.111111111,14,1/1/2016,90,3/31/2016,,0.444444444
All Residential,"Chicago, IL - Tri-Taylor",0.99483797,19,10,68,173.5263864,335000,145.7391304,$305K,,15,0.263157895,22,1/1/2016,90,3/31/2016,,0.473684211
All Residential,"Chicago, IL - Scottsdale",1.023889034,25,21,35,142.993327,159900,129.258517,$142K,,37,0.4,37,1/1/2016,90,3/31/2016,,0.32
All Residential,"Chicago, IL - South Lawndale / Little Village",0.978382579,34,51,50,71.30124777,120000,61.01276361,$91K,,49,0.264705882,43,1/1/2016,90,3/31/2016,,0.294117647
All Residential,"Chicago, IL - Washington Park",0.91679665,18,21,98,49.16666667,62000,22.72539289,$60K,,18,0.055555556,20,1/1/2016,90,3/31/2016,,0.166666667
All Residential,"Chicago, IL - Graceland West",0.980379762,6,21,28.5,299.5355264,399000,406.2770391,$523K,,29,0.333333333,21,1/1/2016,90,3/31/2016,,0.333333333
All Residential,"Chicago, IL - St. Ben's",0.975335705,15,26,66,355.4613936,849990,245.1355613,$355K,,27,0.066666667,27,1/1/2016,90,3/31/2016,,0.2
All Residential,"Chicago, IL - Brainerd",0.983848678,27,43,46.5,60.3960396,109900,50.28735632,$65K,,41,0.185185185,32,1/1/2016,90,3/31/2016,,0.407407407
All Residential,"Chicago, IL - Montclare",0.975644634,22,29,66,154.125,209900,147.9974969,$190K,,31,0.136363636,34,1/1/2016,90,3/31/2016,,0.181818182
All Residential,"Chicago, IL - Bronzeville",0.955363348,67,141,70,104.8690476,175000,90.38461539,$149K,,132,0.179104478,109,1/1/2016,90,3/31/2016,,0.268656716
All Residential,"Chicago, IL - Auburn Gresham",0.970943505,87,189,52,60.97560976,110000,40.91187196,$65K,,151,0.218390805,141,1/1/2016,90,3/31/2016,,0.275862069
All Residential,"Chicago, IL - Ashburn",0.993386821,86,107,56,128,169900,119.0862951,$144K,,149,0.290697674,143,1/1/2016,90,3/31/2016,,0.325581395
All Residential,"Chicago, IL - Lake View East",0.974339884,209,341,69,251.6288022,287000,235.828877,$285K,,442,0.138755981,365,1/1/2016,90,3/31/2016,,0.177033493
All Residential,"Chicago, IL - North Center",0.974389172,134,226,87,306.9191919,549950,276.3605442,$465K,,306,0.164179104,262,1/1/2016,90,3/31/2016,,0.149253731
All Residential,"Chicago, IL - Near South Side",1.006086147,174,201,60.5,323.3173077,355900,301.9480519,$343K,,321,0.24137931,290,1/1/2016,90,3/31/2016,,0.459770115
All Residential,"Chicago, IL - Roseland",0.97582413,78,165,64,43.62171882,49950,24.46666667,$33K,,121,0.141025641,133,1/1/2016,90,3/31/2016,,0.256410256
All Residential,"Chicago, IL - Goose Island",1.004941483,13,25,15,372.0735786,458000,371.3043478,$454K,,43,0.538461538,31,1/1/2016,90,3/31/2016,,0.384615385
All Residential,"Chicago, IL - Ranch Triangle",0.963793435,22,22,76.5,422.6923077,649000,320.0415812,$598K,,27,0.136363636,24,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Hegewisch",0.928276946,26,40,55.5,105.0832603,124900,63.13651437,$66K,,33,0.076923077,34,1/1/2016,90,3/31/2016,,0.153846154
All Residential,"Chicago, IL - Hyde Park Kenwood Historic District",0.96845047,48,110,79,168.9189189,249700,132.8740157,$189K,,104,0.208333333,76,1/1/2016,90,3/31/2016,,0.145833333
All Residential,"Chicago, IL - Old Town",0.969355858,92,132,62.5,321.3272862,440000,322.6666667,$414K,,182,0.27173913,153,1/1/2016,90,3/31/2016,,0.119565217
All Residential,"Chicago, IL - Ravenswood Gardens",0.953731801,4,7,136,274.0338828,379900,249.1666667,$462K,,9,0.25,8,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Magnificent Mile",0.95125237,26,53,124,461.849711,862000,443.7813163,$667K,,48,0.153846154,32,1/1/2016,90,3/31/2016,,0.076923077
All Residential,"Chicago, IL - Jefferson Park",0.961605881,53,91,91,191.3845271,309000,176.4444444,$260K,,128,0.188679245,105,1/1/2016,90,3/31/2016,,0.188679245
All Residential,"Chicago, IL - Loyola",0.969016965,54,103,83,146.1975812,190950,139.2857143,$170K,,100,0.185185185,92,1/1/2016,90,3/31/2016,,0.203703704
All Residential,"Chicago, IL - East Side",0.913580291,36,50,86,98.92249609,126950,49.41176471,$58K,,49,0.166666667,54,1/1/2016,90,3/31/2016,,0.27027027
All Residential,"Chicago, IL - Marshall Square",0.969044064,9,8,62,63.53649568,104450,50.625,$104K,,12,0.111111111,13,1/1/2016,90,3/31/2016,,0.111111111
All Residential,"Chicago, IL - New City",1.00050651,57,92,48,43.06000916,82500,24.08477842,$51K,,86,0.298245614,79,1/1/2016,90,3/31/2016,,0.280701754
All Residential,"Chicago, IL - West Lawn",0.973078256,72,71,46,130,169000,126.7273576,$172K,,113,0.277777778,102,1/1/2016,90,3/31/2016,,0.277777778
All Residential,"Chicago, IL - South Loop",0.999633968,248,281,78,299.9991667,344950,287.8732625,$323K,,438,0.225806452,407,1/1/2016,90,3/31/2016,,0.407258065
All Residential,"Chicago, IL - Pulaski Park",0.972155732,16,14,63,269.3965517,365000,225.5059524,$419K,,21,0.375,17,1/1/2016,90,3/31/2016,,0.1875
All Residential,"Chicago, IL - Park Manor",1.034635421,26,83,61,62.2406639,125000,28.01268499,$57K,,70,0.230769231,49,1/1/2016,90,3/31/2016,,0.384615385
All Residential,"Chicago, IL - Edgewater Beach",0.955887166,76,130,89,164.5882353,159000,153.1428571,$153K,,140,0.157894737,127,1/1/2016,90,3/31/2016,,0.078947368
All Residential,"Chicago, IL - Peterson Park",0.969196716,5,6,107,224.950364,334850,226.3931889,$350K,,9,0,10,1/1/2016,90,3/31/2016,,0.2
All Residential,"Chicago, IL - River West",0.990766899,20,12,12,279.92,449900,271,$388K,,25,0.55,26,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - Ukrainian Village",0.970144805,41,54,63,276.8588235,499000,265.4320988,$598K,,96,0.195121951,84,1/1/2016,90,3/31/2016,,0.19047619
All Residential,"Chicago, IL - Northwest Side",0.976986574,607,661,68,168.2284951,265000,157.2380952,$240K,,901,0.210873147,891,1/1/2016,90,3/31/2016,,0.246710526
All Residential,"Chicago, IL - Lower West Side",0.970088925,35,40,50,173,285000,205.7406254,$310K,,59,0.428571429,42,1/1/2016,90,3/31/2016,,0.257142857
All Residential,"Chicago, IL - Wrightwood",0.964509006,23,58,65,356.456044,554500,307.461536,$585K,,82,0.217391304,51,1/1/2016,90,3/31/2016,,0.173913043
All Residential,"Chicago, IL - Englewood",0.925846579,31,114,57,20.50359712,40000,10.80406522,$20K,,102,0.35483871,63,1/1/2016,90,3/31/2016,,0.193548387
All Residential,"Chicago, IL - Edgebrook",0.931197645,10,12,107.5,271.2820513,529000,233.3953803,$488K,,11,0,15,1/1/2016,90,3/31/2016,,0.1
All Residential,"Chicago, IL - Wrightwood",0.991609349,14,26,56,117.3661616,165500,107.9653996,$170K,,25,0.214285714,31,1/1/2016,90,3/31/2016,,0.5
All Residential,"Chicago, IL - Calumet Heights",0.959702675,27,54,102,81.33369511,125000,75,$120K,,48,0.148148148,39,1/1/2016,90,3/31/2016,,0.185185185
All Residential,"Chicago, IL - North Lawndale",0.966134544,37,75,121,39.42777778,77400,22.88791653,$55K,,77,0.135135135,64,1/1/2016,90,3/31/2016,,0.351351351
All Residential,"Chicago, IL - Sheridan Station Corridor",0.980160254,2,5,99.5,192.2666667,319150,196.7948718,$276K,,6,0.5,4,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - The Chicago University",1.05335518,8,9,22.5,26.33304659,49900,40.54511364,$71K,,15,0.25,15,1/1/2016,90,3/31/2016,,0.5
All Residential,"Chicago, IL - Pill Hill / Calument Heights",0.960018623,28,54,69.5,81.33369511,125000,75.875,$128K,,48,0.178571429,39,1/1/2016,90,3/31/2016,,0.178571429
All Residential,"Chicago, IL - Pilsen",0.970088925,35,40,50,173,285000,205.7406254,$310K,,59,0.428571429,42,1/1/2016,90,3/31/2016,,0.257142857
All Residential,"Chicago, IL - Portage Park",0.979921541,150,145,71.5,169.9368626,299900,151.0347222,$266K,,197,0.213333333,206,1/1/2016,90,3/31/2016,,0.26
All Residential,"Chicago, IL - Archer Heights",0.994508682,15,19,46,126.9654261,194900,111.5586888,$165K,,24,0.266666667,25,1/1/2016,90,3/31/2016,,0.266666667
All Residential,"Chicago, IL - West Pullman",0.927464656,54,120,55,33.01886793,39950,31.70936853,$34K,,100,0.185185185,83,1/1/2016,90,3/31/2016,,0.185185185
All Residential,"Chicago, IL - Marquette Park",0.994890655,70,96,55.5,71.6013915,99950,62.41838398,$90K,,92,0.2,89,1/1/2016,90,3/31/2016,,0.357142857
All Residential,"Chicago, IL - Lincoln Square",0.975302288,68,182,83.5,246.050995,365000,227.8942571,$391K,,217,0.147058824,155,1/1/2016,90,3/31/2016,,0.191176471
All Residential,"Chicago, IL - The Loop",0.986344675,134,259,83.5,336.9230769,359000,294.8539638,$300K,,299,0.208955224,242,1/1/2016,90,3/31/2016,,0.305970149
All Residential,"Chicago, IL - Fuller Park",1.00835443,5,10,78,19.43472266,39000,13.07189543,$24K,,7,0,6,1/1/2016,90,3/31/2016,,0.2
All Residential,"Chicago, IL - Bryn Mawr Historic District",0.953855516,6,21,40,194.2756184,217450,199.7850123,$261K,,20,0.166666667,23,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Little Italy",0.983969297,44,66,69,253.5264584,334900,250.9960159,$318K,,80,0.181818182,59,1/1/2016,90,3/31/2016,,0.227272727
All Residential,"Chicago, IL - South Austin",1.02571213,77,112,42,40.51477598,75500,42.3828125,$70K,,103,0.298701299,98,1/1/2016,90,3/31/2016,,0.363636364
All Residential,"Chicago, IL - East Garfield Park",1.006912151,27,44,35,72.68181818,129400,48.8875,$105K,,50,0.37037037,49,1/1/2016,90,3/31/2016,,0.333333333
All Residential,"Chicago, IL - North Austin",1.012690218,40,38,27,79.32330827,179900,69.75446429,$130K,,57,0.425,60,1/1/2016,90,3/31/2016,,0.425
All Residential,"Chicago, IL - New East Side",0.978082908,35,78,56.5,455.2,500000,396.1038961,$390K,,98,0.257142857,72,1/1/2016,90,3/31/2016,,0.285714286
All Residential,"Chicago, IL - Ravenswood",0.981957644,43,104,60,266.6666667,410000,232.5,$425K,,137,0.139534884,89,1/1/2016,90,3/31/2016,,0.23255814
All Residential,"Chicago, IL - Far Southeast Side",0.951036427,387,768,56,53.21043422,79000,40,$53K,,652,0.19379845,579,1/1/2016,90,3/31/2016,,0.231958763
All Residential,"Chicago, IL - Douglas",0.951849457,13,46,46,129.8,182000,124.3636364,$160K,,40,0.230769231,24,1/1/2016,90,3/31/2016,,0.230769231
All Residential,"Chicago, IL - West Humboldt Park",1.028913108,23,21,29,99.43181818,139900,73.72654156,$100K,,30,0.434782609,29,1/1/2016,90,3/31/2016,,0.47826087
All Residential,"Chicago, IL - Edison Park",0.966095658,19,48,77,229.8857143,329950,209.1767881,$310K,,52,0.210526316,46,1/1/2016,90,3/31/2016,,0.157894737
All Residential,"Chicago, IL - Albany Park",0.96472038,93,127,84,179.609375,259900,152.6315789,$248K,,156,0.204301075,120,1/1/2016,90,3/31/2016,,0.172043011
All Residential,"Chicago, IL - Hollywood Park",0.992526674,7,11,32,197.06484,367000,129.7743506,$99K,,10,0.142857143,10,1/1/2016,90,3/31/2016,,0.428571429
All Residential,"Chicago, IL - North Side",0.977687491,1045,1633,63,286.6840731,449900,266.6666667,$433K,,2296,0.205741627,1884,1/1/2016,90,3/31/2016,,0.170334928
All Residential,"Chicago, IL - Uptown",0.96585668,148,263,79,199.9822222,259900,194.0789474,$253K,,355,0.141891892,297,1/1/2016,90,3/31/2016,,0.182432432
All Residential,"Chicago, IL - Cottage Grove Heights",1.044000618,8,6,52.5,29.86003417,29550,49.6403117,$52K,,4,0,8,1/1/2016,90,3/31/2016,,0.125
All Residential,"Chicago, IL - Gladstone Park",0.949878351,7,7,43,180.2569892,272450,187.2060207,$235K,,10,0.285714286,9,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Rosehill",0.936451082,8,15,62,154.0723772,379000,142.6440658,$316K,,17,0.125,16,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - North Kenwood",1.02706264,12,36,45.5,136.3181818,250000,135.4545455,$206K,,33,0.166666667,25,1/1/2016,90,3/31/2016,,0.333333333
All Residential,"Chicago, IL - Fulton River District",1.014041207,24,46,41,339.8760331,367450,333.2231822,$325K,,60,0.291666667,52,1/1/2016,90,3/31/2016,,0.375
All Residential,"Chicago, IL - Irving Park",0.96704371,156,185,69,202.5036819,319000,179.4594595,$270K,,249,0.166666667,245,1/1/2016,90,3/31/2016,,0.242038217
All Residential,"Chicago, IL - Stony Island Park",0.99533012,11,18,30,81.31510417,97000,72.03667322,$130K,,15,0.454545455,12,1/1/2016,90,3/31/2016,,0.363636364
All Residential,"Chicago, IL - Edgewater Glen",0.974339283,9,12,81,236.3636364,309900,230,$355K,,11,0.111111111,9,1/1/2016,90,3/31/2016,,0.222222222
All Residential,"Chicago, IL - Canaryville",0.977860177,11,17,149.5,136.5719697,234950,100.3306878,$153K,,14,0.090909091,14,1/1/2016,90,3/31/2016,,0.181818182
All Residential,"Chicago, IL - South Old Irving Park",0.975282003,12,7,53.5,158.9285714,272450,137.452381,$256K,,16,0.166666667,20,1/1/2016,90,3/31/2016,,0.333333333
All Residential,"Chicago, IL - Waclawowo",0.975855809,17,12,57,180.2711105,257500,162.9411765,$250K,,25,0.352941176,23,1/1/2016,90,3/31/2016,,0.294117647
All Residential,"Chicago, IL - Nortown",0.957371216,6,9,34.5,124.0192255,174450,85.83333333,$284K,,10,0.333333333,7,1/1/2016,90,3/31/2016,,0.166666667
All Residential,"Chicago, IL - Woodlawn Ridge",1.023956997,5,9,11,87.8125,99000,51.82926829,$85K,,11,0.6,10,1/1/2016,90,3/31/2016,,0.4
All Residential,"Chicago, IL - Boystown",0.963766255,20,26,102,288.7777778,325000,324.1547808,$340K,,27,0.1,26,1/1/2016,90,3/31/2016,,0.05
All Residential,"Chicago, IL - Wrigleyville",0.976481365,24,24,96,316.6666667,499000,318.5714286,$543K,,33,0.166666667,45,1/1/2016,90,3/31/2016,,0.083333333
All Residential,"Chicago, IL - East Village",0.994540863,27,29,93.5,314.6146154,538450,323.2494631,$474K,,62,0.111111111,64,1/1/2016,90,3/31/2016,,0.296296296
All Residential,"Chicago, IL - Greater Grand Crossing",1.026294968,52,112,67,59.87795576,120900,24.59096628,$57K,,93,0.25,78,1/1/2016,90,3/31/2016,,0.288461538
All Residential,"Chicago, IL - South Side",0.966782677,403,832,67,98.88888889,165000,69.72441527,$126K,,742,0.205955335,644,1/1/2016,90,3/31/2016,,0.23573201
All Residential,"Chicago, IL - Archer Highlands",0.966839509,4,3,39,111.5204982,214900,118.376167,$189K,,1,0.5,3,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - Carl Sandburg Village",0.978983333,23,28,45.5,287.327478,222500,261.7142857,$205K,,42,0.391304348,31,1/1/2016,90,3/31/2016,,0.130434783
All Residential,"Chicago, IL - Grand Crossing",1.016899474,25,37,67,37.17805873,53250,21.06185567,$43K,,34,0.28,33,1/1/2016,90,3/31/2016,,0.28
All Residential,"Chicago, IL - South Chicago",0.918032752,42,116,108,50.66497783,88450,24.34895833,$37K,,86,0.19047619,62,1/1/2016,90,3/31/2016,,0.166666667
All Residential,"Chicago, IL - Cragin",0.99525761,57,60,63,134.3125,244450,137.5612745,$235K,,91,0.245614035,96,1/1/2016,90,3/31/2016,,0.315789474
All Residential,"Chicago, IL - Far Southwest Side",0.986899736,362,659,58,110.864745,163000,99.94600432,$140K,,644,0.240331492,563,1/1/2016,90,3/31/2016,,0.29476584
All Residential,"Chicago, IL - Southwest Side",0.988454774,589,890,48,99.39460268,139900,90.771766,$135K,,969,0.258064516,830,1/1/2016,90,3/31/2016,,0.3
All Residential,"Chicago, IL - Chicago Lawn",0.986788205,90,147,57,71.08739837,100000,63.40767635,$90K,,136,0.177777778,123,1/1/2016,90,3/31/2016,,0.344444444
All Residential,"Chicago, IL - West Walker",0.988157874,9,19,69,204.4252044,425000,176.6666667,$450K,,21,0.222222222,15,1/1/2016,90,3/31/2016,,0.222222222
All Residential,"Chicago, IL - Rosemoor",0.992301426,19,34,61,55.25251859,102450,58,$85K,,28,0.157894737,31,1/1/2016,90,3/31/2016,,0.368421053
All Residential,"Chicago, IL - Budlong Woods",0.95703897,13,49,70,184.0250587,235000,178.3333333,$250K,,47,0.230769231,38,1/1/2016,90,3/31/2016,,0.153846154
All Residential,"Chicago, IL - Brickyard",0.981994324,8,9,87.5,151.642797,184900,167.6470588,$277K,,13,0.125,13,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - Jeffrey Manor",0.986933557,16,12,21.5,28.9119171,27900,27.14828083,$26K,,15,0.375,14,1/1/2016,90,3/31/2016,,0.3125
All Residential,"Chicago, IL - Morgan Park",1.013307284,44,90,77,92.92035398,129900,89.5979021,$154K,,88,0.181818182,74,1/1/2016,90,3/31/2016,,0.244444444
All Residential,"Chicago, IL - South Shore",0.955155164,74,134,68,45.49137647,78500,28.26086957,$57K,,110,0.175675676,127,1/1/2016,90,3/31/2016,,0.27027027
All Residential,"Chicago, IL - West Town",0.986421244,305,392,51,276.4117647,459900,258.3333333,$455K,,646,0.255737705,568,1/1/2016,90,3/31/2016,,0.254901961
All Residential,"Chicago, IL - Prairie District",1.031412273,18,31,58.5,296.2361111,375000,290.2438457,$332K,,51,0.222222222,45,1/1/2016,90,3/31/2016,,0.611111111
All Residential,"Chicago, IL - Belmont Heights",0.987592374,35,41,68,180.9090909,260450,181.4375436,$225K,,54,0.257142857,57,1/1/2016,90,3/31/2016,,0.285714286
All Residential,"Chicago, IL - Tri-taylor",0.99483797,19,10,68,173.5263864,335000,145.7391304,$305K,,15,0.263157895,22,1/1/2016,90,3/31/2016,,0.473684211
All Residential,"Chicago, IL - Chatham",0.959667639,48,87,38,62.29854733,137500,43.23671498,$75K,,90,0.291666667,70,1/1/2016,90,3/31/2016,,0.291666667
All Residential,"Chicago, IL - Hyde Park",0.960409048,49,126,89,157.7169875,225000,122.0940171,$180K,,107,0.163265306,88,1/1/2016,90,3/31/2016,,0.142857143
All Residential,"Chicago, IL - Wildwood",0.944319906,12,22,69.5,281.40455,634450,245.7801607,$398K,,22,0.083333333,14,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Noble Square",0.979397101,16,15,56.5,302.0416667,500000,304.1907514,$485K,,29,0,25,1/1/2016,90,3/31/2016,,0.3125
All Residential,"Chicago, IL - Fernwood",1.001167154,22,38,65.5,31.10689888,53750,20,$28K,,32,0.181818182,38,1/1/2016,90,3/31/2016,,0.409090909
All Residential,"Chicago, IL - Gage Park",1.04897389,35,38,49,77.57065544,128630,77.91944444,$120K,,56,0.285714286,42,1/1/2016,90,3/31/2016,,0.371428571
All Residential,"Chicago, IL - Central Chicago",0.981849319,960,1632,70,350.6242699,400000,322.3076923,$367K,,1986,0.232291667,1594,1/1/2016,90,3/31/2016,,0.265625
All Residential,"Chicago, IL - Schorsch Village",0.974972215,20,28,64,183.7829815,299450,190.2559994,$227K,,36,0.35,29,1/1/2016,90,3/31/2016,,0.1
All Residential,"Chicago, IL - North Park",0.978484213,20,36,55,179.941003,305000,195.3125,$321K,,40,0.15,35,1/1/2016,90,3/31/2016,,0.25
All Residential,"Chicago, IL - West Rogers Park",0.945663448,85,139,71,140,210000,118.4084152,$195K,,132,0.211764706,123,1/1/2016,90,3/31/2016,,0.081395349
All Residential,"Chicago, IL - Bowmanville",0.979992883,8,22,123.5,264.722561,519250,248.7124696,$391K,,24,0,20,1/1/2016,90,3/31/2016,,0.125
All Residential,"Chicago, IL - Golden Ghetto",0.930819364,12,33,94.5,118.1818182,128000,92.96929825,$73K,,37,0.083333333,35,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - West Lake View",0.981623913,28,44,37,300,450000,315.255102,$397K,,65,0.392857143,49,1/1/2016,90,3/31/2016,,0.178571429
All Residential,"Chicago, IL - West Englewood",0.998179392,59,116,38.5,22.5792011,30000,15.57625272,$21K,,94,0.322033898,69,1/1/2016,90,3/31/2016,,0.416666667
All Residential,"Chicago, IL - East Humboldt Park",0.978004432,37,62,73,218.4375,369000,188.4197324,$340K,,101,0.162162162,91,1/1/2016,90,3/31/2016,,0.243243243
All Residential,"Chicago, IL - Magnolia Glen",0.997035793,10,20,102.5,214.2857143,250000,223.1457926,$343K,,19,0.1,16,1/1/2016,90,3/31/2016,,0.1
All Residential,"Chicago, IL - DePaul",0.966985364,16,41,166.5,424.9996667,1047450,474.8201439,"$1,185K",,45,0.25,31,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Woodlawn",0.972309694,39,80,29,61.42251727,102000,47.81492831,$75K,,84,0.384615385,67,1/1/2016,90,3/31/2016,,0.307692308
All Residential,"Chicago, IL - Hamlin Park",0.979557136,40,56,124,283.2018828,479750,266.214908,$447K,,77,0.15,77,1/1/2016,90,3/31/2016,,0.15
All Residential,"Chicago, IL - Grand Boulevard",0.95871756,53,92,75.5,88.54946524,179900,75.91758778,$148K,,90,0.169811321,83,1/1/2016,90,3/31/2016,,0.283018868
All Residential,"Chicago, IL - Gold Coast",0.940396869,78,208,115,364.5,640000,338.7096774,$456K,,175,0.115384615,122,1/1/2016,90,3/31/2016,,0.064102564
All Residential,"Chicago, IL - Brighton Park",0.98972458,44,45,52,104.8463542,163444,87.16511808,$150K,,66,0.181818182,45,1/1/2016,90,3/31/2016,,0.409090909
All Residential,"Chicago, IL - Wicker Park",0.988271529,72,102,41,301.0498311,485000,294.5682451,$455K,,155,0.305555556,125,1/1/2016,90,3/31/2016,,0.291666667
All Residential,"Chicago, IL - Union Ridge",0.965065498,15,14,59,233.6363636,259900,195.4513149,$275K,,21,0.2,22,1/1/2016,90,3/31/2016,,0.133333333
All Residential,"Chicago, IL - Kosciuszko Park",1.093087052,13,12,86,167.6136721,258950,175,$264K,,26,0.153846154,24,1/1/2016,90,3/31/2016,,0.384615385
All Residential,"Chicago, IL - West Side",0.994492284,877,1215,45,218.875,325000,151.3458111,$271K,,1681,0.289623717,1471,1/1/2016,90,3/31/2016,,0.326879271
All Residential,"Chicago, IL - K-Town",0.801560722,5,5,77,36.67962004,99900,17.82711066,$53K,,9,0.2,6,1/1/2016,90,3/31/2016,,0
All Residential,"Chicago, IL - Vittum Park",0.960816666,7,6,31,155.3672316,180000,139.2857143,$150K,,13,0.285714286,15,1/1/2016,90,3/31/2016,,0.142857143
All Residential,"Chicago, IL - Oriole Park",0.979875708,10,17,55,232.2222222,306900,199.2958966,$230K,,15,0.4,21,1/1/2016,90,3/31/2016,,0.2
All Residential,"Chicago, IL - Washington Heights",0.997214071,60,126,54,77.11640212,120000,49.16666667,$62K,,107,0.216666667,81,1/1/2016,90,3/31/2016,,0.416666667
All Residential,"Chicago, IL - Fulton Market",1.010212962,4,9,24,344.7916667,449000,308.8235294,$430K,,15,0.5,11,1/1/2016,90,3/31/2016,,0.75
All Residential,"Chicago, IL - Armour Square",0.947396369,10,23,82,230.8239437,258000,168.8636364,$249K,,17,0.4,12,1/1/2016,90,3/31/2016,,0.1
All Residential,"Chicago, IL - Ashburn Estates",0.97617494,9,19,62,170.6,219900,146.1377871,$198K,,25,0.111111111,14,1/1/2016,90,3/31/2016,,0.333333333
All Residential,"Chicago, IL metro area",0.964254882,5429,28879,71,148.7341772,254900,122.0845481,$190K,5.3,11728,0.205931111,10888,2/1/2016,30,2/29/2016,0.198275564,0.179775281
All Residential,"Chicago, IL",0.973668752,1882,9524,64,203.125,280000,152.9021432,$225K,5.1,4119,0.213071201,3895,2/1/2016,30,2/29/2016,0.16799664,0.22794899
All Residential,"Chicago, IL - Bridgeport",0.96588163,44,71,62,187.484375,334900,170.7859848,$305K,,76,0.272727273,58,2/1/2016,90,4/30/2016,,0.272727273
All Residential,"Chicago, IL - West Lawn",0.98280125,72,70,41.5,130.9172662,170000,117.995127,$160K,,118,0.277777778,119,2/1/2016,90,4/30/2016,,0.305555556
All Residential,"Chicago, IL - Beverly",0.975203933,54,94,108,165.6767956,299900,143.2243849,$240K,,90,0.222222222,71,2/1/2016,90,4/30/2016,,0.166666667
All Residential,"Chicago, IL - Homan Square",1.075835811,6,12,10,54.40861858,125000,47.78545177,$89K,,15,0.666666667,8,2/1/2016,90,4/30/2016,,0.5
All Residential,"Chicago, IL - St. Ben's",0.979165142,20,21,57,355.4613936,735000,352.5382756,$575K,,31,0.05,36,2/1/2016,90,4/30/2016,,0.25
All Residential,"Chicago, IL - Rosehill",0.95374066,10,20,62,153.8149351,377000,150.1623377,$373K,,22,0.2,17,2/1/2016,90,4/30/2016,,0.1
All Residential,"Chicago, IL - Fulton River District",0.994536028,36,47,34,338.3712121,390000,327.7456647,$325K,,82,0.416666667,70,2/1/2016,90,4/30/2016,,0.305555556
