Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - Armour Square",0.929405787,11,24,63,199.375,223000,182.7751196,$255K,,16,0,8,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - North Mayfair",0.955390857,14,12,52.5,123.1719066,176200,110.4734587,$189K,,12,0.071428571,15,8/1/2012,90,10/31/2012,,0.214285714
All Residential,"Chicago, IL - Goose Island",1.002592912,22,9,34.5,239.2,319000,240.5405405,$311K,,19,0.318181818,28,8/1/2012,90,10/31/2012,,0.454545455
All Residential,"Chicago, IL - New City / Back of the Yards",1.000361817,51,143,61,18.01948052,36000,14.33982684,$26K,,109,0.196078431,82,8/1/2012,90,10/31/2012,,0.37254902
All Residential,"Chicago, IL - Scottsdale",0.976188242,36,57,61,96.6796875,99850,86.46442044,$93K,,45,0.25,50,8/1/2012,90,10/31/2012,,0.277777778
All Residential,"Chicago, IL - Logan Square",0.994390889,151,195,54,151.9230769,250000,152.5,$241K,,196,0.245033113,182,8/1/2012,90,10/31/2012,,0.245033113
All Residential,"Chicago, IL - Sheridan Station Corridor",0.951355892,5,12,161,166.1379552,295000,178.2329571,$420K,,9,0,8,8/1/2012,90,10/31/2012,,0.2
All Residential,"Chicago, IL - Dearborn Park",0.975053575,20,21,48,241.8709677,382200,238.6363636,$328K,,22,0.1,25,8/1/2012,90,10/31/2012,,0.2
All Residential,"Chicago, IL - Magnificent Mile",0.9645787,24,47,92.5,403.8461538,640000,342.8519319,$515K,,37,0,28,8/1/2012,90,10/31/2012,,0.166666667
All Residential,"Chicago, IL - Belmont Heights",0.95971605,38,66,31.5,152.4017467,189900,129.8076923,$163K,,61,0.315789474,43,8/1/2012,90,10/31/2012,,0.315789474
All Residential,"Chicago, IL - Chatham",0.97492207,61,126,64,46.42857143,70000,40.22058824,$55K,,92,0.196721311,77,8/1/2012,90,10/31/2012,,0.327868852
All Residential,"Chicago, IL - Bryn Mawr Historic District",0.915892205,14,31,116,125,142500,141.6666667,$195K,,15,0.071428571,20,8/1/2012,90,10/31/2012,,0.071428571
All Residential,"Chicago, IL - Portage Park",0.965071361,165,229,55,130.7383872,199000,116.2097735,$175K,,188,0.181818182,220,8/1/2012,90,10/31/2012,,0.224242424
All Residential,"Chicago, IL - Heart of Chicago",0.99996721,13,39,23,103.6567839,206950,46.875,$110K,,26,0.384615385,20,8/1/2012,90,10/31/2012,,0.384615385
All Residential,"Chicago, IL - Margate Park",0.940253884,25,43,77,111.1727273,118450,115.5555556,$107K,,34,0.2,37,8/1/2012,90,10/31/2012,,0.2
All Residential,"Chicago, IL - Ashburn",0.96352865,122,212,71.5,94.76681883,99900,88.770496,$105K,,157,0.204918033,170,8/1/2012,90,10/31/2012,,0.196721311
All Residential,"Chicago, IL - Ranch Triangle",0.9513948,30,27,56,264.1440118,502000,268.1547619,$511K,,28,0.066666667,27,8/1/2012,90,10/31/2012,,0.133333333
All Residential,"Chicago, IL - Douglas",1.028147056,30,58,63,93.33333333,134950,53.04246905,$60K,,47,0.266666667,62,8/1/2012,90,10/31/2012,,0.4
All Residential,"Chicago, IL - St. Ben's",0.97406151,17,26,77.5,294.4962855,655000,267.8874735,$650K,,19,0.411764706,17,8/1/2012,90,10/31/2012,,0.235294118
All Residential,"Chicago, IL - Montclare",0.969427455,36,43,42,111.2608127,149950,101.3513514,$134K,,48,0.222222222,47,8/1/2012,90,10/31/2012,,0.305555556
All Residential,"Chicago, IL - East Ukrainian Village",0.972266474,57,61,41,234.5,469450,232.25,$383K,,74,0.280701754,68,8/1/2012,90,10/31/2012,,0.105263158
All Residential,"Chicago, IL - Oriole Park",0.915200127,11,22,75.5,173.3066413,194900,169.5423298,$220K,,10,0.272727273,16,8/1/2012,90,10/31/2012,,0.181818182
All Residential,"Chicago, IL - Tri-Taylor",0.97695165,8,25,87,85.30774166,120000,89.48365704,$98K,,24,0,23,8/1/2012,90,10/31/2012,,0.125
All Residential,"Chicago, IL - Longwood Manor",1.024606065,14,29,43.5,47.61904762,59950,33.20794761,$36K,,20,0.357142857,21,8/1/2012,90,10/31/2012,,0.428571429
All Residential,"Chicago, IL - Norwood Park West",0.955069179,17,21,91,192.6496212,249900,190.9090909,$246K,,19,0.058823529,24,8/1/2012,90,10/31/2012,,0.235294118
All Residential,"Chicago, IL - Englewood",0.96454908,35,163,58,12.92016537,22900,8.228245674,$18K,,96,0.228571429,67,8/1/2012,90,10/31/2012,,0.285714286
All Residential,"Chicago, IL - Ravenswood",0.958684503,63,91,56.5,216.9208494,322000,172.6994613,$328K,,76,0.206349206,65,8/1/2012,90,10/31/2012,,0.095238095
All Residential,"Chicago, IL - Near East Side",0.956847043,67,85,87.5,392.4050633,524000,383.4915997,$400K,,75,0.149253731,82,8/1/2012,90,10/31/2012,,0.119402985
All Residential,"Chicago, IL - Ashburn Estates",1.042702459,12,28,117,124.271012,151450,124.2573362,$153K,,18,0.083333333,17,8/1/2012,90,10/31/2012,,0.333333333
All Residential,"Chicago, IL - Avalon Park",0.996558956,25,42,49,36.8,59000,33.72354464,$41K,,37,0.24,27,8/1/2012,90,10/31/2012,,0.24
All Residential,"Chicago, IL - East Village",0.964273366,36,34,35,229.0833333,464000,216.8181818,$370K,,44,0.222222222,39,8/1/2012,90,10/31/2012,,0.083333333
All Residential,"Chicago, IL - Garfield Ridge",0.959280428,91,134,43,129.975,154850,125.4826255,$150K,,120,0.208791209,124,8/1/2012,90,10/31/2012,,0.142857143
All Residential,"Chicago, IL - North Austin",0.998305668,31,85,50,69.53179595,128500,60.65759637,$104K,,66,0.258064516,69,8/1/2012,90,10/31/2012,,0.322580645
All Residential,"Chicago, IL - South East Ravenswood",0.960569039,5,7,123,204.8827471,264500,202.2058824,$495K,,4,0.2,5,8/1/2012,90,10/31/2012,,0.2
All Residential,"Chicago, IL - Pulaski Park",0.948363621,7,10,88,203.0625,375000,187.0748299,$275K,,17,0.285714286,14,8/1/2012,90,10/31/2012,,0.142857143
All Residential,"Chicago, IL - Peterson Park",0.966355154,8,12,54.5,174.1672891,267500,180.9315589,$248K,,8,0.375,11,8/1/2012,90,10/31/2012,,0.125
All Residential,"Chicago, IL - South Old Irving Park",0.960707982,9,12,32,84.09587889,166950,92.51471825,$159K,,10,0.222222222,15,8/1/2012,90,10/31/2012,,0.444444444
All Residential,"Chicago, IL - Schorsch Village",0.952878653,24,37,53,133.8383838,159900,120.7054176,$170K,,29,0.291666667,37,8/1/2012,90,10/31/2012,,0.208333333
All Residential,"Chicago, IL - Park West",0.980369141,84,86,70.5,350.9379845,465000,290.3287197,$330K,,95,0.369047619,75,8/1/2012,90,10/31/2012,,0.223529412
All Residential,"Chicago, IL - Big Oaks",0.964821,21,22,35,200.4564751,249000,170.6771789,$206K,,25,0.238095238,30,8/1/2012,90,10/31/2012,,0.238095238
All Residential,"Chicago, IL - Hamlin Park",0.972602384,43,34,62.5,233.7129795,369450,225.2,$350K,,28,0.23255814,37,8/1/2012,90,10/31/2012,,0.186046512
All Residential,"Chicago, IL - Edgewater",0.959685094,221,293,56.5,149,175000,135.8333333,$175K,,251,0.208144796,259,8/1/2012,90,10/31/2012,,0.190045249
All Residential,"Chicago, IL - Fuller Park",0.669622072,3,16,21,20.65217391,26000,25.25252525,$30K,,15,0.333333333,4,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - Waclawowo",0.990054827,12,14,33.5,86.76909591,145750,91.71195652,$196K,,16,0.25,16,8/1/2012,90,10/31/2012,,0.5
All Residential,"Chicago, IL - North Kenwood",1.0130092,11,46,76.5,83.22222222,144900,42.14285714,$65K,,37,0.181818182,25,8/1/2012,90,10/31/2012,,0.363636364
All Residential,"Chicago, IL - Grand Crossing",0.972565936,24,69,55.5,24.76190476,49900,16.58860265,$29K,,36,0.041666667,31,8/1/2012,90,10/31/2012,,0.375
All Residential,"Chicago, IL - South Chicago",0.922321402,54,129,72.5,21.32248939,29900,16.96832579,$25K,,85,0.111111111,62,8/1/2012,90,10/31/2012,,0.185185185
All Residential,"Chicago, IL - Lathrop",0.962918073,75,72,67,290.3476967,564900,233.8892289,$463K,,60,0.093333333,69,8/1/2012,90,10/31/2012,,0.053333333
All Residential,"Chicago, IL - Austin",0.997756446,127,296,50,51.97103559,84700,30.03880983,$48K,,249,0.25984252,211,8/1/2012,90,10/31/2012,,0.338582677
All Residential,"Chicago, IL - Marshall Square",0.972519575,8,18,29.5,37.80515263,79000,33.02128297,$57K,,10,0.25,12,8/1/2012,90,10/31/2012,,0.25
All Residential,"Chicago, IL - West Chesterfield",0.962048132,13,21,58,45,52000,61.3742495,$75K,,16,0.307692308,17,8/1/2012,90,10/31/2012,,0.307692308
All Residential,"Chicago, IL - Loyola",0.963069412,91,129,69,85.0577255,95000,79.34782609,$70K,,102,0.208791209,133,8/1/2012,90,10/31/2012,,0.230769231
All Residential,"Chicago, IL - East Rogers Park",0.952341812,143,192,69,88.38461539,99450,78.56280193,$75K,,152,0.167832168,189,8/1/2012,90,10/31/2012,,0.195804196
All Residential,"Chicago, IL - Near North Side",0.969355374,662,769,63,326.0132576,385000,296,$346K,,668,0.202416918,743,8/1/2012,90,10/31/2012,,0.244712991
All Residential,"Chicago, IL - Oakland",0.8877199,7,33,107,78.49829352,109800,90.55555556,$194K,,24,0,23,8/1/2012,90,10/31/2012,,0.142857143
All Residential,"Chicago, IL - Roseland",0.952027415,67,225,49,25.91145833,35900,21.12181755,$25K,,156,0.208955224,101,8/1/2012,90,10/31/2012,,0.28358209
All Residential,"Chicago, IL - Marquette Park",0.970935503,71,178,51,38,59900,28.29545455,$46K,,123,0.225352113,109,8/1/2012,90,10/31/2012,,0.352112676
All Residential,"Chicago, IL - Fulton River District",0.984480931,36,37,47,257.2164948,326500,254.9781447,$381K,,38,0.25,40,8/1/2012,90,10/31/2012,,0.333333333
All Residential,"Chicago, IL - West Englewood",0.956671192,45,222,58.5,16.28664495,25000,9.612990444,$14K,,127,0.155555556,67,8/1/2012,90,10/31/2012,,0.4
All Residential,"Chicago, IL - Palmer Square",0.951870234,10,13,95.5,150.7865437,249950,181.3,$232K,,16,0.2,11,8/1/2012,90,10/31/2012,,0.1
All Residential,"Chicago, IL - Boystown",0.97103476,13,21,36,241.8181818,339945,229.7540984,$345K,,20,0.307692308,13,8/1/2012,90,10/31/2012,,0.153846154
All Residential,"Chicago, IL - Washington Park",0.953741141,24,41,75,29.62820513,49000,23.47916667,$29K,,33,0.125,36,8/1/2012,90,10/31/2012,,0.25
All Residential,"Chicago, IL - Little Village",1.019847902,49,95,37.5,39.27386802,66750,35.78431373,$55K,,79,0.204081633,71,8/1/2012,90,10/31/2012,,0.428571429
All Residential,"Chicago, IL - North Center",0.962505362,147,159,75,258.9540541,422499.5,232.533362,$415K,,132,0.224489796,145,8/1/2012,90,10/31/2012,,0.108108108
All Residential,"Chicago, IL - Far Southwest Side",0.959729521,363,747,55,84.24182359,100000,76.98887938,$95K,,559,0.198347107,525,8/1/2012,90,10/31/2012,,0.198347107
All Residential,"Chicago, IL - Near South Side",0.993582988,185,142,48,252.1322614,295000,232.9896907,$275K,,146,0.194594595,179,8/1/2012,90,10/31/2012,,0.378378378
All Residential,"Chicago, IL - Belmont Terrace",0.902219989,7,13,44.5,154.0833333,163900,85.35784636,$99K,,11,0.142857143,6,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - Ravenswood Gardens",0.985371716,4,2,20,220.7142857,367000,264.5884992,$665K,,4,0.25,7,8/1/2012,90,10/31/2012,,0.5
All Residential,"Chicago, IL - Jeffrey Manor",1.000496099,9,18,31,22.90794979,24900,23.25581395,$25K,,15,0.222222222,12,8/1/2012,90,10/31/2012,,0.333333333
All Residential,"Chicago, IL - West Woodlawn",0.917082586,17,46,83.5,26.82403434,39000,13.5760015,$28K,,33,0.058823529,16,8/1/2012,90,10/31/2012,,0.294117647
All Residential,"Chicago, IL - Prairie District",0.980168168,27,34,59,236.9668246,264550,217.4869202,$300K,,34,0.222222222,27,8/1/2012,90,10/31/2012,,0.407407407
All Residential,"Chicago, IL - Sheridan Park",0.96963519,23,31,71,167.2604167,219450,160.2464789,$248K,,22,0.086956522,36,8/1/2012,90,10/31/2012,,0.086956522
All Residential,"Chicago, IL - Old Irving Park",0.946410759,41,58,80,113.2666667,187450,133.2762557,$194K,,42,0.243902439,59,8/1/2012,90,10/31/2012,,0.146341463
All Residential,"Chicago, IL - Woodlawn Ridge",1.120015344,8,15,27.5,38.24370184,60000,20.90909091,$29K,,13,0.125,8,8/1/2012,90,10/31/2012,,0.375
All Residential,"Chicago, IL - East Chatham",0.90175959,9,21,91,23.53039779,46600,20.20962733,$61K,,14,0.222222222,8,8/1/2012,90,10/31/2012,,0.222222222
All Residential,"Chicago, IL - Bowmanville",1.00143893,11,10,57,220.4615385,424900,158.3333333,$250K,,7,0.181818182,10,8/1/2012,90,10/31/2012,,0.272727273
All Residential,"Chicago, IL - Gage Park",1.019958726,56,73,39,44.42036836,60250,48.80212955,$66K,,76,0.267857143,86,8/1/2012,90,10/31/2012,,0.428571429
All Residential,"Chicago, IL - West Rogers Park",0.963546092,120,188,42.5,83.825409,124200,69.78367062,$77K,,142,0.208333333,150,8/1/2012,90,10/31/2012,,0.316666667
All Residential,"Chicago, IL - Brickyard",1.000209916,13,19,141,119.3924254,153750,120.4819277,$140K,,14,0.153846154,13,8/1/2012,90,10/31/2012,,0.538461538
All Residential,"Chicago, IL - Noble Square",0.981495444,22,15,33.5,218.7083333,389900,200.7343941,$355K,,21,0.272727273,31,8/1/2012,90,10/31/2012,,0.227272727
All Residential,"Chicago, IL - West Lake View",0.96037552,33,31,57,256.6666667,389900,266.507177,$448K,,27,0.121212121,34,8/1/2012,90,10/31/2012,,0.121212121
All Residential,"Chicago, IL - North Park",0.9699783,32,43,39.5,136.902833,246950,158.4895902,$228K,,36,0.40625,36,8/1/2012,90,10/31/2012,,0.21875
All Residential,"Chicago, IL - Edgewater Beach",0.959793852,113,169,66,137.5,125000,114.4366197,$105K,,136,0.168141593,135,8/1/2012,90,10/31/2012,,0.230088496
All Residential,"Chicago, IL - Old Hegewisch",0.947293832,11,25,95,58.64114147,94200,39.68253968,$62K,,6,0.181818182,14,8/1/2012,90,10/31/2012,,0.272727273
All Residential,"Chicago, IL - Sheffield",0.952864577,46,50,73.5,289.7767145,599000,314.1381766,$484K,,35,0.130434783,47,8/1/2012,90,10/31/2012,,0.130434783
All Residential,"Chicago, IL - Back of the Yards",0.967358428,66,172,62,20.65217391,36000,17.14873755,$30K,,134,0.166666667,105,8/1/2012,90,10/31/2012,,0.303030303
All Residential,"Chicago, IL - Lincoln Square",0.978028145,112,138,52,181.752929,299000,160.4166667,$265K,,117,0.205357143,121,8/1/2012,90,10/31/2012,,0.232142857
All Residential,"Chicago, IL - Far North Side",0.962596642,1298,1776,60,142.8285714,179000,130.5762852,$174K,,1487,0.202619414,1633,8/1/2012,90,10/31/2012,,0.220769231
All Residential,"Chicago, IL - Old Town",0.9651346,135,100,56,279.8507463,327999,250.8209292,$330K,,115,0.177777778,124,8/1/2012,90,10/31/2012,,0.118518519
All Residential,"Chicago, IL - South Deering",1.000403781,23,47,48,34.72555029,42400,26.75,$27K,,32,0.173913043,23,8/1/2012,90,10/31/2012,,0.304347826
All Residential,"Chicago, IL - New City",0.981765026,63,156,66.5,21.06773053,39000,16.10369207,$30K,,119,0.158730159,101,8/1/2012,90,10/31/2012,,0.317460317
All Residential,"Chicago, IL - LeClaire Courts",0.949882316,5,10,43,51.70808814,62450,44.58788481,$45K,,8,0.2,6,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - Burnside",0.971351746,9,10,81,20.0385089,38950,19.23076923,$23K,,6,0,7,8/1/2012,90,10/31/2012,,0.333333333
All Residential,"Chicago, IL - Rosemoor",0.999555478,14,40,53,28.97610673,47950,26.10958176,$39K,,35,0.285714286,29,8/1/2012,90,10/31/2012,,0.5
All Residential,"Chicago, IL - Fernwood",0.954583721,14,53,41,32.3853211,44900,18.38202247,$24K,,33,0.214285714,15,8/1/2012,90,10/31/2012,,0.428571429
All Residential,"Chicago, IL - Kosciuszko Park",0.985295372,12,17,29,119.4477791,175000,85.05154639,$148K,,17,0.333333333,18,8/1/2012,90,10/31/2012,,0.333333333
All Residential,"Chicago, IL - South Loop",0.982394199,260,246,47,238.3769262,279000,226.0869565,$261K,,265,0.192307692,279,8/1/2012,90,10/31/2012,,0.319230769
All Residential,"Chicago, IL - Chinatown",0.948417643,9,16,86,176.7549871,214980,211.25,$255K,,9,0,7,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - Wildwood",0.94346375,11,26,69,243.7263489,432000,267.2324964,$465K,,18,0,12,8/1/2012,90,10/31/2012,,0.181818182
All Residential,"Chicago, IL - Cragin",0.97419324,85,102,49,85.9375,136950,83.88888889,$145K,,92,0.317647059,118,8/1/2012,90,10/31/2012,,0.352941176
All Residential,"Chicago, IL - Dunning",0.957527499,122,199,42,139.6482691,169900,126.4108352,$150K,,177,0.286885246,165,8/1/2012,90,10/31/2012,,0.276422764
All Residential,"Chicago, IL - West Chatham",1.006429007,6,16,63,51.41129032,64000,29.03225807,$47K,,14,0.166666667,13,8/1/2012,90,10/31/2012,,0.5
All Residential,"Chicago, IL - West Beverly",0.960247685,11,13,63,138.3874281,225000,140,$205K,,11,0.272727273,16,8/1/2012,90,10/31/2012,,0.181818182
All Residential,"Chicago, IL - West Walker",0.980655819,12,14,43,104.7019335,129900,166.5580183,$233K,,19,0.166666667,16,8/1/2012,90,10/31/2012,,0.166666667
All Residential,"Chicago, IL - Calumet Heights",0.962803156,31,54,62,59.91058318,65000,55.89207049,$69K,,31,0.064516129,36,8/1/2012,90,10/31/2012,,0.258064516
All Residential,"Chicago, IL - Mayfair",0.97116159,14,30,112.5,118.2428477,169450,129.9553637,$188K,,20,0.071428571,19,8/1/2012,90,10/31/2012,,0.285714286
All Residential,"Chicago, IL - Clearing",0.944669151,61,106,56,129.3205128,132660,113.1848887,$128K,,85,0.180327869,87,8/1/2012,90,10/31/2012,,0.147540984
All Residential,"Chicago, IL - Norwood Park",0.94542065,119,153,70,177.8656126,234900,167.192429,$218K,,125,0.243697479,142,8/1/2012,90,10/31/2012,,0.15
All Residential,"Chicago, IL - Irving Woods",0.956286609,17,16,28,149.9384536,159900,130.3441084,$155K,,17,0.411764706,23,8/1/2012,90,10/31/2012,,0.235294118
All Residential,"Chicago, IL - Park Manor",0.922002853,25,103,64,28.58974359,57450,27.02843273,$57K,,60,0.16,35,8/1/2012,90,10/31/2012,,0.2
All Residential,"Chicago, IL - Pill Hill / Calument Heights",0.962803156,31,54,62,59.91058318,65000,55.89207049,$69K,,31,0.064516129,36,8/1/2012,90,10/31/2012,,0.258064516
All Residential,"Chicago, IL - Ukrainian Village",0.99544252,41,39,50.5,216.0357143,429900,194.375,$376K,,39,0.219512195,42,8/1/2012,90,10/31/2012,,0.341463415
All Residential,"Chicago, IL - The Loop",0.966686159,218,310,55,299.5,322900,291.1940299,$305K,,317,0.233944954,260,8/1/2012,90,10/31/2012,,0.220183486
All Residential,"Chicago, IL - Wrightwood",0.92142667,22,40,69,83.82229673,99900,69.09161115,$112K,,35,0.272727273,37,8/1/2012,90,10/31/2012,,0.045454545
All Residential,"Chicago, IL - Pilsen",0.980953499,19,69,23,81.76806357,174800,86.07198748,$135K,,51,0.421052632,39,8/1/2012,90,10/31/2012,,0.315789474
All Residential,"Chicago, IL - North Lawndale",1.005743866,64,110,39,20.58217414,52500,13.68065268,$30K,,90,0.28125,65,8/1/2012,90,10/31/2012,,0.296875
All Residential,"Chicago, IL - Jefferson Park",0.963857345,93,97,67,148.6154703,184900,135.6289529,$190K,,83,0.161290323,120,8/1/2012,90,10/31/2012,,0.172043011
All Residential,"Chicago, IL - Far Southeast Side",0.956407863,393,956,62,33.53147743,45000,27.72321429,$35K,,642,0.160305344,486,8/1/2012,90,10/31/2012,,0.251908397
All Residential,"Chicago, IL - Brighton Park",0.965377071,58,92,41,64.28504511,116000,52.7638191,$96K,,77,0.310344828,69,8/1/2012,90,10/31/2012,,0.206896552
All Residential,"Chicago, IL - Magnolia Glen",0.954563657,12,16,33.5,175,223487.5,131.9607843,$157K,,16,0.25,13,8/1/2012,90,10/31/2012,,0.083333333
All Residential,"Chicago, IL - South Shore",0.952323314,81,237,71.5,27.55,46000,22.36842105,$34K,,147,0.098765432,124,8/1/2012,90,10/31/2012,,0.271604938
All Residential,"Chicago, IL - Southwest Side",0.972291304,689,1462,51,61.68127706,85000,63.37903982,$85K,,1116,0.230769231,1014,8/1/2012,90,10/31/2012,,0.285507246
All Residential,"Chicago, IL - Ravenswood Manor",0.953617629,11,8,88.5,208.4912813,435000,203.4395973,$400K,,12,0.181818182,11,8/1/2012,90,10/31/2012,,0.090909091
All Residential,"Chicago, IL - Nortown",1.035897954,11,12,29,61.35,80950,55,$55K,,16,0.454545455,16,8/1/2012,90,10/31/2012,,0.5
All Residential,"Chicago, IL - East Side",0.947865514,33,67,60,57.69230769,69450,38.125,$58K,,47,0.181818182,42,8/1/2012,90,10/31/2012,,0.151515152
All Residential,"Chicago, IL - Wrightwood",0.957449841,46,43,49,286.4285714,435000,282.628429,$525K,,43,0.173913043,45,8/1/2012,90,10/31/2012,,0.043478261
All Residential,"Chicago, IL - Wrigleyville",0.950404754,17,27,111,264.1176471,382000,237.8010471,$405K,,18,0.058823529,15,8/1/2012,90,10/31/2012,,0
All Residential,"Chicago, IL - Brainerd",0.944854942,13,50,31,72.82665279,110000,31.46853147,$43K,,41,0.307692308,34,8/1/2012,90,10/31/2012,,0.153846154
All Residential,"Chicago, IL - Hyde Park",0.932129863,75,148,110,148.421875,179000,134.6730769,$156K,,73,0.133333333,77,8/1/2012,90,10/31/2012,,0.053333333
All Residential,"Chicago, IL - Fulton Market",0.993153942,8,4,34,232.5,279000,246.1538462,$534K,,3,0.25,7,8/1/2012,90,10/31/2012,,0.375
